INDEX,X,Y,SEMA,SHAXIAN,LUOLA,DUMU,ZHENBAN,SIGN,PRE_ACTION,POST_ACTION,CMD
36384,84,364,-0,1,0,0,1,-,-11,-11,
36385,85,364,-0,1,0,0,1,-,-11,-11,
36386,86,364,-0,1,0,0,1,-,-11,-11,
36387,87,364,-0,1,0,0,1,-,-11,-11,
36388,88,364,-0,1,0,0,1,-,-11,-11,
36389,89,364,-0,1,0,0,1,-,-11,-11,
36390,90,364,-0,1,0,0,1,-,-11,-11,
36391,91,364,-0,1,0,0,1,-,-11,-11,
36392,92,364,-0,1,0,0,1,-,-11,-11,
36393,93,364,-0,1,0,0,1,-,-11,-11,
36394,94,364,-0,1,0,0,1,-,-11,-11,
36395,95,364,-0,1,0,0,1,-,-11,-11,
36396,96,364,-0,1,0,0,1,-,-11,-11,
36397,97,364,-0,1,0,0,1,-,-11,-11,
36398,98,364,-0,1,0,0,1,-,-11,-11,
36399,99,364,-0,1,0,0,1,-,-11,-11,
36400,100,364,-0,1,0,0,1,-,-11,-11,
,,,,-11,0,,,-,,,line_switch
36401,100,365,+0,1,0,0,1,+,-11,-11,
36402,99,365,+0,1,0,0,1,+,+11,+11,
36403,98,365,+0,1,0,0,1,+,+11,+11,
36404,97,365,+0,1,0,0,1,+,+11,+11,
36405,96,365,+0,1,0,0,1,+,+11,+11,
36406,95,365,+0,1,0,0,1,+,+11,+11,
36407,94,365,+0,1,0,0,1,+,+11,+11,
36408,93,365,+0,1,0,0,1,+,+11,+11,
36409,92,365,+0,1,0,0,1,+,+11,+11,
36410,91,365,+0,1,0,0,1,+,+11,+11,
36411,90,365,+0,1,0,0,1,+,+11,+11,
36412,89,365,+0,1,0,0,1,+,+11,+11,
36413,88,365,+0,1,0,0,1,+,+11,+11,
36414,87,365,+0,1,0,0,1,+,+11,+11,
36415,86,365,+0,1,0,0,1,+,+11,+11,
36416,85,365,+0,1,0,0,1,+,+11,+11,
36417,84,365,+0,1,0,0,1,+,+11,+11,
36418,83,365,+0,1,0,0,1,+,+11,+11,
36419,82,365,+0,1,0,0,1,+,+11,+11,
36420,81,365,+0,1,0,0,1,+,+11,+11,
36421,80,365,+0,1,0,0,1,+,+11,+11,
36422,79,365,+0,1,0,0,1,+,+11,+11,
36423,78,365,+0,1,0,0,1,+,+11,+11,
36424,77,365,+0,1,0,0,1,+,+11,+11,
36425,76,365,+0,1,0,0,1,+,+11,+11,
36426,75,365,+0,1,0,0,1,+,+11,+11,
36427,74,365,+0,1,0,0,1,+,+11,+11,
36428,73,365,+0,1,0,0,1,+,+11,+11,
36429,72,365,+0,1,0,0,1,+,+11,+11,
36430,71,365,+0,1,0,0,1,+,+11,+11,
36431,70,365,+0,1,0,0,1,+,+11,+11,
36432,69,365,+0,1,0,0,1,+,+11,+11,
36433,68,365,+0,1,0,0,1,+,+11,+11,
36434,67,365,+0,1,0,0,1,+,+11,+11,
36435,66,365,+0,1,0,0,1,+,+11,+11,
36436,65,365,+0,1,0,0,1,+,+11,+11,
36437,64,365,+0,1,0,0,1,+,+11,+11,
36438,63,365,+0,1,0,0,1,+,+11,+11,
36439,62,365,+0,1,0,0,1,+,+11,+11,
36440,61,365,+0,1,0,0,1,+,+11,+11,
36441,60,365,+0,1,0,0,1,+,+11,+11,
36442,59,365,+0,1,0,0,1,+,+11,+11,
36443,58,365,+0,1,0,0,1,+,+11,+11,
36444,57,365,+0,1,0,0,1,+,+11,+11,
36445,56,365,+0,1,0,0,1,+,+11,+11,
36446,55,365,+0,1,0,0,1,+,+11,+11,
36447,54,365,+0,1,0,0,1,+,+11,+11,
36448,53,365,+0,1,0,0,1,+,+11,+11,
36449,52,365,+0,1,0,0,1,+,+11,+11,
36450,51,365,+0,1,0,0,1,+,+11,+11,
36451,50,365,+0,1,0,0,1,+,+11,+11,
36452,49,365,+0,1,0,0,1,+,+11,+11,
36453,48,365,+0,1,0,0,1,+,+11,+11,
36454,47,365,+0,1,0,0,1,+,+11,+11,
36455,46,365,+0,1,0,0,1,+,+11,+11,
36456,45,365,+0,1,0,0,1,+,+11,+11,
36457,44,365,+0,1,0,0,1,+,+11,+11,
36458,43,365,+0,1,0,0,1,+,+11,+11,
36459,42,365,+0,1,0,0,1,+,+11,+11,
36460,41,365,+0,1,0,0,1,+,+11,+11,
36461,40,365,+0,1,0,0,1,+,+11,+11,
36462,39,365,+0,1,0,0,1,+,+11,+11,
36463,38,365,+0,1,0,0,1,+,+11,+11,
36464,37,365,+0,1,0,0,1,+,+11,+11,
36465,36,365,+0,1,0,0,1,+,+11,+11,
36466,35,365,+0,1,0,0,1,+,+11,+11,
36467,34,365,+0,1,0,0,1,+,+11,+11,
36468,33,365,+0,1,0,0,1,+,+11,+11,
36469,32,365,+0,1,0,0,1,+,+11,+11,
36470,31,365,+0,1,0,0,1,+,+11,+11,
36471,30,365,+0,1,0,0,1,+,+11,+11,
36472,29,365,+0,1,0,0,1,+,+11,+11,
36473,28,365,+0,1,0,0,1,+,+11,+11,
36474,27,365,+0,1,0,0,1,+,+11,+11,
36475,26,365,+0,1,0,0,1,+,+11,+11,
36476,25,365,+0,1,0,0,1,+,+11,+11,
36477,24,365,+0,1,0,0,1,+,+11,+11,
36478,23,365,+0,1,0,0,1,+,+11,+11,
36479,22,365,+0,1,0,0,1,+,+11,+11,
36480,21,365,+0,1,0,0,1,+,+11,+11,
36481,20,365,+0,1,0,0,1,+,+11,+11,
36482,19,365,+0,1,0,0,1,+,+11,+11,
36483,18,365,+0,1,0,0,1,+,+11,+11,
36484,17,365,+0,1,0,0,1,+,+11,+11,
36485,16,365,+0,1,0,0,1,+,+11,+11,
36486,15,365,+0,1,0,0,1,+,+11,+11,
36487,14,365,+0,1,0,0,1,+,+11,+11,
36488,13,365,+0,1,0,0,1,+,+11,+11,
36489,12,365,+0,1,0,0,1,+,+11,+11,
36490,11,365,+0,1,0,0,1,+,+11,+11,
36491,10,365,+0,1,0,0,1,+,+11,+11,
36492,9,365,+0,1,0,0,1,+,+11,+11,
36493,8,365,+0,1,0,0,1,+,+11,+11,
36494,7,365,+0,1,0,0,1,+,+11,+11,
36495,6,365,+0,1,0,0,1,+,+11,+11,
36496,5,365,+0,1,0,0,1,+,+11,+11,
36497,4,365,+0,1,0,0,1,+,+11,+11,
36498,3,365,+0,1,0,0,1,+,+11,+11,
36499,2,365,+0,1,0,0,1,+,+11,+11,
36500,1,365,+0,1,0,0,1,+,+11,+11,
,,,,+11,0,,,+,,,line_switch
36501,1,366,-0,1,0,0,1,-,+11,+11,
36502,2,366,-0,1,0,0,1,-,-11,-11,
36503,3,366,-0,1,0,0,1,-,-11,-11,
36504,4,366,-0,1,0,0,1,-,-11,-11,
36505,5,366,-0,1,0,0,1,-,-11,-11,
36506,6,366,-0,1,0,0,1,-,-11,-11,
36507,7,366,-0,1,0,0,1,-,-11,-11,
36508,8,366,-0,1,0,0,1,-,-11,-11,
36509,9,366,-0,1,0,0,1,-,-11,-11,
36510,10,366,-0,1,0,0,1,-,-11,-11,
36511,11,366,-0,1,0,0,1,-,-11,-11,
36512,12,366,-0,1,0,0,1,-,-11,-11,
36513,13,366,-0,1,0,0,1,-,-11,-11,
36514,14,366,-0,1,0,0,1,-,-11,-11,
36515,15,366,-0,1,0,0,1,-,-11,-11,
36516,16,366,-0,1,0,0,1,-,-11,-11,
36517,17,366,-0,1,0,0,1,-,-11,-11,
36518,18,366,-0,1,0,0,1,-,-11,-11,
36519,19,366,-0,1,0,0,1,-,-11,-11,
36520,20,366,-0,1,0,0,1,-,-11,-11,
36521,21,366,-0,1,0,0,1,-,-11,-11,
36522,22,366,-0,1,0,0,1,-,-11,-11,
36523,23,366,-0,1,0,0,1,-,-11,-11,
36524,24,366,-0,1,0,0,1,-,-11,-11,
36525,25,366,-0,1,0,0,1,-,-11,-11,
36526,26,366,-0,1,0,0,1,-,-11,-11,
36527,27,366,-0,1,0,0,1,-,-11,-11,
36528,28,366,-0,1,0,0,1,-,-11,-11,
36529,29,366,-0,1,0,0,1,-,-11,-11,
36530,30,366,-0,1,0,0,1,-,-11,-11,
36531,31,366,-0,1,0,0,1,-,-11,-11,
36532,32,366,-0,1,0,0,1,-,-11,-11,
36533,33,366,-0,1,0,0,1,-,-11,-11,
36534,34,366,-0,1,0,0,1,-,-11,-11,
36535,35,366,-0,1,0,0,1,-,-11,-11,
36536,36,366,-0,1,0,0,1,-,-11,-11,
36537,37,366,-0,1,0,0,1,-,-11,-11,
36538,38,366,-0,1,0,0,1,-,-11,-11,
36539,39,366,-0,1,0,0,1,-,-11,-11,
36540,40,366,-0,1,0,0,1,-,-11,-11,
36541,41,366,-0,1,0,0,1,-,-11,-11,
36542,42,366,-0,1,0,0,1,-,-11,-11,
36543,43,366,-0,1,0,0,1,-,-11,-11,
36544,44,366,-0,1,0,0,1,-,-11,-11,
36545,45,366,-0,1,0,0,1,-,-11,-11,
36546,46,366,-0,1,0,0,1,-,-11,-11,
36547,47,366,-0,1,0,0,1,-,-11,-11,
36548,48,366,-0,1,0,0,1,-,-11,-11,
36549,49,366,-0,1,0,0,1,-,-11,-11,
36550,50,366,-0,1,0,0,1,-,-11,-11,
36551,51,366,-0,1,0,0,1,-,-11,-11,
36552,52,366,-0,1,0,0,1,-,-11,-11,
36553,53,366,-0,1,0,0,1,-,-11,-11,
36554,54,366,-0,1,0,0,1,-,-11,-11,
36555,55,366,-0,1,0,0,1,-,-11,-11,
36556,56,366,-0,1,0,0,1,-,-11,-11,
36557,57,366,-0,1,0,0,1,-,-11,-11,
36558,58,366,-0,1,0,0,1,-,-11,-11,
36559,59,366,-0,1,0,0,1,-,-11,-11,
36560,60,366,-0,1,0,0,1,-,-11,-11,
36561,61,366,-0,1,0,0,1,-,-11,-11,
36562,62,366,-0,1,0,0,1,-,-11,-11,
36563,63,366,-0,1,0,0,1,-,-11,-11,
36564,64,366,-0,1,0,0,1,-,-11,-11,
36565,65,366,-0,1,0,0,1,-,-11,-11,
36566,66,366,-0,1,0,0,1,-,-11,-11,
36567,67,366,-0,1,0,0,1,-,-11,-11,
36568,68,366,-0,1,0,0,1,-,-11,-11,
36569,69,366,-0,1,0,0,1,-,-11,-11,
36570,70,366,-0,1,0,0,1,-,-11,-11,
36571,71,366,-0,1,0,0,1,-,-11,-11,
36572,72,366,-0,1,0,0,1,-,-11,-11,
36573,73,366,-0,1,0,0,1,-,-11,-11,
36574,74,366,-0,1,0,0,1,-,-11,-11,
36575,75,366,-0,1,0,0,1,-,-11,-11,
36576,76,366,-0,1,0,0,1,-,-11,-11,
36577,77,366,-0,1,0,0,1,-,-11,-11,
36578,78,366,-0,1,0,0,1,-,-11,-11,
36579,79,366,-0,1,0,0,1,-,-11,-11,
36580,80,366,-0,1,0,0,1,-,-11,-11,
36581,81,366,-0,1,0,0,1,-,-11,-11,
36582,82,366,-0,1,0,0,1,-,-11,-11,
36583,83,366,-0,1,0,0,1,-,-11,-11,
36584,84,366,-0,1,0,0,1,-,-11,-11,
36585,85,366,-0,1,0,0,1,-,-11,-11,
36586,86,366,-0,1,0,0,1,-,-11,-11,
36587,87,366,-0,1,0,0,1,-,-11,-11,
36588,88,366,-0,1,0,0,1,-,-11,-11,
36589,89,366,-0,1,0,0,1,-,-11,-11,
36590,90,366,-0,1,0,0,1,-,-11,-11,
36591,91,366,-0,1,0,0,1,-,-11,-11,
36592,92,366,-0,1,0,0,1,-,-11,-11,
36593,93,366,-0,1,0,0,1,-,-11,-11,
36594,94,366,-0,1,0,0,1,-,-11,-11,
36595,95,366,-0,1,0,0,1,-,-11,-11,
36596,96,366,-0,1,0,0,1,-,-11,-11,
36597,97,366,-0,1,0,0,1,-,-11,-11,
36598,98,366,-0,1,0,0,1,-,-11,-11,
36599,99,366,-0,1,0,0,1,-,-11,-11,
36600,100,366,-0,1,0,0,1,-,-11,-11,
,,,,-11,0,,,-,,,line_switch
36601,100,367,+0,1,0,0,1,+,-11,-11,
36602,99,367,+0,1,0,0,1,+,+11,+11,
36603,98,367,+0,1,0,0,1,+,+11,+11,
36604,97,367,+0,1,0,0,1,+,+11,+11,
36605,96,367,+0,1,0,0,1,+,+11,+11,
36606,95,367,+0,1,0,0,1,+,+11,+11,
36607,94,367,+0,1,0,0,1,+,+11,+11,
36608,93,367,+0,1,0,0,1,+,+11,+11,
36609,92,367,+0,1,0,0,1,+,+11,+11,
36610,91,367,+0,1,0,0,1,+,+11,+11,
36611,90,367,+0,1,0,0,1,+,+11,+11,
36612,89,367,+0,1,0,0,1,+,+11,+11,
36613,88,367,+0,1,0,0,1,+,+11,+11,
36614,87,367,+0,1,0,0,1,+,+11,+11,
36615,86,367,+0,1,0,0,1,+,+11,+11,
36616,85,367,+0,1,0,0,1,+,+11,+11,
36617,84,367,+0,1,0,0,1,+,+11,+11,
36618,83,367,+0,1,0,0,1,+,+11,+11,
36619,82,367,+0,1,0,0,1,+,+11,+11,
36620,81,367,+0,1,0,0,1,+,+11,+11,
36621,80,367,+0,1,0,0,1,+,+11,+11,
36622,79,367,+0,1,0,0,1,+,+11,+11,
36623,78,367,+0,1,0,0,1,+,+11,+11,
36624,77,367,+0,1,0,0,1,+,+11,+11,
36625,76,367,+0,1,0,0,1,+,+11,+11,
36626,75,367,+0,1,0,0,1,+,+11,+11,
36627,74,367,+0,1,0,0,1,+,+11,+11,
36628,73,367,+0,1,0,0,1,+,+11,+11,
36629,72,367,+0,1,0,0,1,+,+11,+11,
36630,71,367,+0,1,0,0,1,+,+11,+11,
36631,70,367,+0,1,0,0,1,+,+11,+11,
36632,69,367,+0,1,0,0,1,+,+11,+11,
36633,68,367,+0,1,0,0,1,+,+11,+11,
36634,67,367,+0,1,0,0,1,+,+11,+11,
36635,66,367,+0,1,0,0,1,+,+11,+11,
36636,65,367,+0,1,0,0,1,+,+11,+11,
36637,64,367,+0,1,0,0,1,+,+11,+11,
36638,63,367,+0,1,0,0,1,+,+11,+11,
36639,62,367,+0,1,0,0,1,+,+11,+11,
36640,61,367,+0,1,0,0,1,+,+11,+11,
36641,60,367,+0,1,0,0,1,+,+11,+11,
36642,59,367,+0,1,0,0,1,+,+11,+11,
36643,58,367,+0,1,0,0,1,+,+11,+11,
36644,57,367,+0,1,0,0,1,+,+11,+11,
36645,56,367,+0,1,0,0,1,+,+11,+11,
36646,55,367,+0,1,0,0,1,+,+11,+11,
36647,54,367,+0,1,0,0,1,+,+11,+11,
36648,53,367,+0,1,0,0,1,+,+11,+11,
36649,52,367,+0,1,0,0,1,+,+11,+11,
36650,51,367,+0,1,0,0,1,+,+11,+11,
36651,50,367,+0,1,0,0,1,+,+11,+11,
36652,49,367,+0,1,0,0,1,+,+11,+11,
36653,48,367,+0,1,0,0,1,+,+11,+11,
36654,47,367,+0,1,0,0,1,+,+11,+11,
36655,46,367,+0,1,0,0,1,+,+11,+11,
36656,45,367,+0,1,0,0,1,+,+11,+11,
36657,44,367,+0,1,0,0,1,+,+11,+11,
36658,43,367,+0,1,0,0,1,+,+11,+11,
36659,42,367,+0,1,0,0,1,+,+11,+11,
36660,41,367,+0,1,0,0,1,+,+11,+11,
36661,40,367,+0,1,0,0,1,+,+11,+11,
36662,39,367,+0,1,0,0,1,+,+11,+11,
36663,38,367,+0,1,0,0,1,+,+11,+11,
36664,37,367,+0,1,0,0,1,+,+11,+11,
36665,36,367,+0,1,0,0,1,+,+11,+11,
36666,35,367,+0,1,0,0,1,+,+11,+11,
36667,34,367,+0,1,0,0,1,+,+11,+11,
36668,33,367,+0,1,0,0,1,+,+11,+11,
36669,32,367,+0,1,0,0,1,+,+11,+11,
36670,31,367,+0,1,0,0,1,+,+11,+11,
36671,30,367,+0,1,0,0,1,+,+11,+11,
36672,29,367,+0,1,0,0,1,+,+11,+11,
36673,28,367,+0,1,0,0,1,+,+11,+11,
36674,27,367,+0,1,0,0,1,+,+11,+11,
36675,26,367,+0,1,0,0,1,+,+11,+11,
36676,25,367,+0,1,0,0,1,+,+11,+11,
36677,24,367,+0,1,0,0,1,+,+11,+11,
36678,23,367,+0,1,0,0,1,+,+11,+11,
36679,22,367,+0,1,0,0,1,+,+11,+11,
36680,21,367,+0,1,0,0,1,+,+11,+11,
36681,20,367,+0,1,0,0,1,+,+11,+11,
36682,19,367,+0,1,0,0,1,+,+11,+11,
36683,18,367,+0,1,0,0,1,+,+11,+11,
36684,17,367,+0,1,0,0,1,+,+11,+11,
36685,16,367,+0,1,0,0,1,+,+11,+11,
36686,15,367,+0,1,0,0,1,+,+11,+11,
36687,14,367,+0,1,0,0,1,+,+11,+11,
36688,13,367,+0,1,0,0,1,+,+11,+11,
36689,12,367,+0,1,0,0,1,+,+11,+11,
36690,11,367,+0,1,0,0,1,+,+11,+11,
36691,10,367,+0,1,0,0,1,+,+11,+11,
36692,9,367,+0,1,0,0,1,+,+11,+11,
36693,8,367,+0,1,0,0,1,+,+11,+11,
36694,7,367,+0,1,0,0,1,+,+11,+11,
36695,6,367,+0,1,0,0,1,+,+11,+11,
36696,5,367,+0,1,0,0,1,+,+11,+11,
36697,4,367,+0,1,0,0,1,+,+11,+11,
36698,3,367,+0,1,0,0,1,+,+11,+11,
36699,2,367,+0,1,0,0,1,+,+11,+11,
36700,1,367,+0,1,0,0,1,+,+11,+11,
,,,,+11,0,,,+,,,line_switch
36701,1,368,-0,1,0,0,1,-,+11,+11,
36702,2,368,-0,1,0,0,1,-,-11,-11,
36703,3,368,-0,1,0,0,1,-,-11,-11,
36704,4,368,-0,1,0,0,1,-,-11,-11,
36705,5,368,-0,1,0,0,1,-,-11,-11,
36706,6,368,-0,1,0,0,1,-,-11,-11,
36707,7,368,-0,1,0,0,1,-,-11,-11,
36708,8,368,-0,1,0,0,1,-,-11,-11,
36709,9,368,-0,1,0,0,1,-,-11,-11,
36710,10,368,-0,1,0,0,1,-,-11,-11,
36711,11,368,-0,1,0,0,1,-,-11,-11,
36712,12,368,-0,1,0,0,1,-,-11,-11,
36713,13,368,-0,1,0,0,1,-,-11,-11,
36714,14,368,-0,1,0,0,1,-,-11,-11,
36715,15,368,-0,1,0,0,1,-,-11,-11,
36716,16,368,-0,1,0,0,1,-,-11,-11,
36717,17,368,-0,1,0,0,1,-,-11,-11,
36718,18,368,-0,1,0,0,1,-,-11,-11,
36719,19,368,-0,1,0,0,1,-,-11,-11,
36720,20,368,-0,1,0,0,1,-,-11,-11,
36721,21,368,-0,1,0,0,1,-,-11,-11,
36722,22,368,-0,1,0,0,1,-,-11,-11,
36723,23,368,-0,1,0,0,1,-,-11,-11,
36724,24,368,-0,1,0,0,1,-,-11,-11,
36725,25,368,-0,1,0,0,1,-,-11,-11,
36726,26,368,-0,1,0,0,1,-,-11,-11,
36727,27,368,-0,1,0,0,1,-,-11,-11,
36728,28,368,-0,1,0,0,1,-,-11,-11,
36729,29,368,-0,1,0,0,1,-,-11,-11,
36730,30,368,-0,1,0,0,1,-,-11,-11,
36731,31,368,-0,1,0,0,1,-,-11,-11,
36732,32,368,-0,1,0,0,1,-,-11,-11,
36733,33,368,-0,1,0,0,1,-,-11,-11,
36734,34,368,-0,1,0,0,1,-,-11,-11,
36735,35,368,-0,1,0,0,1,-,-11,-11,
36736,36,368,-0,1,0,0,1,-,-11,-11,
36737,37,368,-0,1,0,0,1,-,-11,-11,
36738,38,368,-0,1,0,0,1,-,-11,-11,
36739,39,368,-0,1,0,0,1,-,-11,-11,
36740,40,368,-0,1,0,0,1,-,-11,-11,
36741,41,368,-0,1,0,0,1,-,-11,-11,
36742,42,368,-0,1,0,0,1,-,-11,-11,
36743,43,368,-0,1,0,0,1,-,-11,-11,
36744,44,368,-0,1,0,0,1,-,-11,-11,
36745,45,368,-0,1,0,0,1,-,-11,-11,
36746,46,368,-0,1,0,0,1,-,-11,-11,
36747,47,368,-0,1,0,0,1,-,-11,-11,
36748,48,368,-0,1,0,0,1,-,-11,-11,
36749,49,368,-0,1,0,0,1,-,-11,-11,
36750,50,368,-0,1,0,0,1,-,-11,-11,
36751,51,368,-0,1,0,0,1,-,-11,-11,
36752,52,368,-0,1,0,0,1,-,-11,-11,
36753,53,368,-0,1,0,0,1,-,-11,-11,
36754,54,368,-0,1,0,0,1,-,-11,-11,
36755,55,368,-0,1,0,0,1,-,-11,-11,
36756,56,368,-0,1,0,0,1,-,-11,-11,
36757,57,368,-0,1,0,0,1,-,-11,-11,
36758,58,368,-0,1,0,0,1,-,-11,-11,
36759,59,368,-0,1,0,0,1,-,-11,-11,
36760,60,368,-0,1,0,0,1,-,-11,-11,
36761,61,368,-0,1,0,0,1,-,-11,-11,
36762,62,368,-0,1,0,0,1,-,-11,-11,
36763,63,368,-0,1,0,0,1,-,-11,-11,
36764,64,368,-0,1,0,0,1,-,-11,-11,
36765,65,368,-0,1,0,0,1,-,-11,-11,
36766,66,368,-0,1,0,0,1,-,-11,-11,
36767,67,368,-0,1,0,0,1,-,-11,-11,
36768,68,368,-0,1,0,0,1,-,-11,-11,
36769,69,368,-0,1,0,0,1,-,-11,-11,
36770,70,368,-0,1,0,0,1,-,-11,-11,
36771,71,368,-0,1,0,0,1,-,-11,-11,
36772,72,368,-0,1,0,0,1,-,-11,-11,
36773,73,368,-0,1,0,0,1,-,-11,-11,
36774,74,368,-0,1,0,0,1,-,-11,-11,
36775,75,368,-0,1,0,0,1,-,-11,-11,
36776,76,368,-0,1,0,0,1,-,-11,-11,
36777,77,368,-0,1,0,0,1,-,-11,-11,
36778,78,368,-0,1,0,0,1,-,-11,-11,
36779,79,368,-0,1,0,0,1,-,-11,-11,
36780,80,368,-0,1,0,0,1,-,-11,-11,
36781,81,368,-0,1,0,0,1,-,-11,-11,
36782,82,368,-0,1,0,0,1,-,-11,-11,
36783,83,368,-0,1,0,0,1,-,-11,-11,
36784,84,368,-0,1,0,0,1,-,-11,-11,
36785,85,368,-0,1,0,0,1,-,-11,-11,
36786,86,368,-0,1,0,0,1,-,-11,-11,
36787,87,368,-0,1,0,0,1,-,-11,-11,
36788,88,368,-0,1,0,0,1,-,-11,-11,
36789,89,368,-0,1,0,0,1,-,-11,-11,
36790,90,368,-0,1,0,0,1,-,-11,-11,
36791,91,368,-0,1,0,0,1,-,-11,-11,
36792,92,368,-0,1,0,0,1,-,-11,-11,
36793,93,368,-0,1,0,0,1,-,-11,-11,
36794,94,368,-0,1,0,0,1,-,-11,-11,
36795,95,368,-0,1,0,0,1,-,-11,-11,
36796,96,368,-0,1,0,0,1,-,-11,-11,
36797,97,368,-0,1,0,0,1,-,-11,-11,
36798,98,368,-0,1,0,0,1,-,-11,-11,
36799,99,368,-0,1,0,0,1,-,-11,-11,
36800,100,368,-0,1,0,0,1,-,-11,-11,
,,,,-11,0,,,-,,,line_switch
36801,100,369,+0,1,0,0,1,+,-11,-11,
36802,99,369,+0,1,0,0,1,+,+11,+11,
36803,98,369,+0,1,0,0,1,+,+11,+11,
36804,97,369,+0,1,0,0,1,+,+11,+11,
36805,96,369,+0,1,0,0,1,+,+11,+11,
36806,95,369,+0,1,0,0,1,+,+11,+11,
36807,94,369,+0,1,0,0,1,+,+11,+11,
36808,93,369,+0,1,0,0,1,+,+11,+11,
36809,92,369,+0,1,0,0,1,+,+11,+11,
36810,91,369,+0,1,0,0,1,+,+11,+11,
36811,90,369,+0,1,0,0,1,+,+11,+11,
36812,89,369,+0,1,0,0,1,+,+11,+11,
36813,88,369,+0,1,0,0,1,+,+11,+11,
36814,87,369,+0,1,0,0,1,+,+11,+11,
36815,86,369,+0,1,0,0,1,+,+11,+11,
36816,85,369,+0,1,0,0,1,+,+11,+11,
36817,84,369,+0,1,0,0,1,+,+11,+11,
36818,83,369,+0,1,0,0,1,+,+11,+11,
36819,82,369,+0,1,0,0,1,+,+11,+11,
36820,81,369,+0,1,0,0,1,+,+11,+11,
36821,80,369,+0,1,0,0,1,+,+11,+11,
36822,79,369,+0,1,0,0,1,+,+11,+11,
36823,78,369,+0,1,0,0,1,+,+11,+11,
36824,77,369,+0,1,0,0,1,+,+11,+11,
36825,76,369,+0,1,0,0,1,+,+11,+11,
36826,75,369,+0,1,0,0,1,+,+11,+11,
36827,74,369,+0,1,0,0,1,+,+11,+11,
36828,73,369,+0,1,0,0,1,+,+11,+11,
36829,72,369,+0,1,0,0,1,+,+11,+11,
36830,71,369,+0,1,0,0,1,+,+11,+11,
36831,70,369,+0,1,0,0,1,+,+11,+11,
36832,69,369,+0,1,0,0,1,+,+11,+11,
36833,68,369,+0,1,0,0,1,+,+11,+11,
36834,67,369,+0,1,0,0,1,+,+11,+11,
36835,66,369,+0,1,0,0,1,+,+11,+11,
36836,65,369,+0,1,0,0,1,+,+11,+11,
36837,64,369,+0,1,0,0,1,+,+11,+11,
36838,63,369,+0,1,0,0,1,+,+11,+11,
36839,62,369,+0,1,0,0,1,+,+11,+11,
36840,61,369,+0,1,0,0,1,+,+11,+11,
36841,60,369,+0,1,0,0,1,+,+11,+11,
36842,59,369,+0,1,0,0,1,+,+11,+11,
36843,58,369,+0,1,0,0,1,+,+11,+11,
36844,57,369,+0,1,0,0,1,+,+11,+11,
36845,56,369,+0,1,0,0,1,+,+11,+11,
36846,55,369,+0,1,0,0,1,+,+11,+11,
36847,54,369,+0,1,0,0,1,+,+11,+11,
36848,53,369,+0,1,0,0,1,+,+11,+11,
36849,52,369,+0,1,0,0,1,+,+11,+11,
36850,51,369,+0,1,0,0,1,+,+11,+11,
36851,50,369,+0,1,0,0,1,+,+11,+11,
36852,49,369,+0,1,0,0,1,+,+11,+11,
36853,48,369,+0,1,0,0,1,+,+11,+11,
36854,47,369,+0,1,0,0,1,+,+11,+11,
36855,46,369,+0,1,0,0,1,+,+11,+11,
36856,45,369,+0,1,0,0,1,+,+11,+11,
36857,44,369,+0,1,0,0,1,+,+11,+11,
36858,43,369,+0,1,0,0,1,+,+11,+11,
36859,42,369,+0,1,0,0,1,+,+11,+11,
36860,41,369,+0,1,0,0,1,+,+11,+11,
36861,40,369,+0,1,0,0,1,+,+11,+11,
36862,39,369,+0,1,0,0,1,+,+11,+11,
36863,38,369,+0,1,0,0,1,+,+11,+11,
36864,37,369,+0,1,0,0,1,+,+11,+11,
36865,36,369,+0,1,0,0,1,+,+11,+11,
36866,35,369,+0,1,0,0,1,+,+11,+11,
36867,34,369,+0,1,0,0,1,+,+11,+11,
36868,33,369,+0,1,0,0,1,+,+11,+11,
36869,32,369,+0,1,0,0,1,+,+11,+11,
36870,31,369,+0,1,0,0,1,+,+11,+11,
36871,30,369,+0,1,0,0,1,+,+11,+11,
36872,29,369,+0,1,0,0,1,+,+11,+11,
36873,28,369,+0,1,0,0,1,+,+11,+11,
36874,27,369,+0,1,0,0,1,+,+11,+11,
36875,26,369,+0,1,0,0,1,+,+11,+11,
36876,25,369,+0,1,0,0,1,+,+11,+11,
36877,24,369,+0,1,0,0,1,+,+11,+11,
36878,23,369,+0,1,0,0,1,+,+11,+11,
36879,22,369,+0,1,0,0,1,+,+11,+11,
36880,21,369,+0,1,0,0,1,+,+11,+11,
36881,20,369,+0,1,0,0,1,+,+11,+11,
36882,19,369,+0,1,0,0,1,+,+11,+11,
36883,18,369,+0,1,0,0,1,+,+11,+11,
36884,17,369,+0,1,0,0,1,+,+11,+11,
36885,16,369,+0,1,0,0,1,+,+11,+11,
36886,15,369,+0,1,0,0,1,+,+11,+11,
36887,14,369,+0,1,0,0,1,+,+11,+11,
36888,13,369,+0,1,0,0,1,+,+11,+11,
36889,12,369,+0,1,0,0,1,+,+11,+11,
36890,11,369,+0,1,0,0,1,+,+11,+11,
36891,10,369,+0,1,0,0,1,+,+11,+11,
36892,9,369,+0,1,0,0,1,+,+11,+11,
36893,8,369,+0,1,0,0,1,+,+11,+11,
36894,7,369,+0,1,0,0,1,+,+11,+11,
36895,6,369,+0,1,0,0,1,+,+11,+11,
